created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
2020-10-15 00:01:03,1.3165294820361093e+18,#JoeBiden was the point man https://t.co/dOTKamtths,0.0,1.0,Twitter for Android,1.2402689044397302e+18,Lilmissnoname,TwiggyTulip65,Proud Republican who loves God and my Country. I stand for our Flag and respect and back the Blue.,2020-03-18 13:28:56,190.0,,,,,,,,,2020-10-21 00:00:06.213927396
2020-10-15 00:01:15,1.316529533479248e+18,Y’all Just Locking Up Accounts Cause YALL Dont Want The Truth To Come Out About #Biden That’s Crazy Af https://t.co/uNvYFeVTU9,0.0,0.0,ReverbNation,83410481.0,🆎➕TÿÇkØ🇧🇸 🐲🐉🦂♏️,HipHopMatrix,#ARAWAK (https://t.co/l15AfNW4e6) (IG:Tycko_Lightbourne) (https://t.co/pvLhNydoZo)(https://t.co/sBScPksl8L) (JahSonTycko88@gmail.com),2009-10-18 18:07:33,4373.0,H-Town,,,,,,,,2020-10-21 00:00:06.731754679
2020-10-15 00:01:16,1.3165295378203812e+18,@tedcruz @cc125 #Trump2020 #BLM #obama #VoteRed #BidenHarris2020 #Blacklivesmatter #mikepence #Debates2020 #KamalaHarris #KamalaHarrisVP #biden #riots #hunterbidden #AOC #Trump #IlhanOmar #gavinnewsom #tedwheeler #GretchenWhitmer &gt;&gt; This is only the begining its going to get worse! https://t.co/jcccPhWtgY,1.0,0.0,Twitter Web App,1.3100400474214031e+18,Infamous One,InfamousOne13,"""The company you keep can have a major impact on your life."" 
 - Semper Fi -",2020-09-27 02:14:26,360.0,,,,,,,,,2020-10-21 00:00:07.249581962
2020-10-15 00:01:20,1.3165295553986273e+18,#IceCube isn’t a sellout how long are black people going to vote for Democrats and they do nothing for us look up what #Democrats really mean it means satan #JoeBiden admitted to #Pedophilia  #TRUMP2020ToSaveAmerica https://t.co/uAI1Iw07i5,1.0,1.0,Twitter for iPhone,285131934.0,𝓐𝓵𝓮𝔁𝓲𝓪 𝓜𝓪𝓻𝓲𝓮𝓮🧘🏾‍♀️🦋✨,alexiamariee_,snap: 𝒜𝓁𝑒𝓍𝒾𝒶𝓂𝒶𝓇𝒾𝑒𝟤𝟨 ig: 𝒜𝓁𝑒𝓍𝒾𝒶𝓂𝒶𝓇𝒾𝑒𝑒. 🕊🙏🏾Kavoucia Davis. #studentnurse ☤/ #futurerealator🏚,2011-04-20 15:50:33,582.0,🇨🇱🇧🇸,,,,,,,,2020-10-21 00:00:08.285236528
2020-10-15 00:01:20,1.3165295569295114e+18,"BREAKING — Twitter Safety account provides info on why they have taken action against #NYPost story / article link that discusses #JoeBiden and his son #HunterBiden.

#Censorship #Facebook #Maga https://t.co/53FSqcW6Cr",1.0,1.0,Twitter for iPhone,1.2472233747172966e+18,Insider Paper,TheInsiderPaper,"Insider Paper is your source to real news from around the globe. The site covers Breaking news, Tech News, Business News and Politics News",2020-04-06 18:09:10,1200.0,,,,,,,,,2020-10-21 00:00:07.767409245
2020-10-15 00:01:23,1.3165295693614694e+18,"Comments on this? ""Do Democrats Understand how Ruthless China is?"" https://t.co/QevK00yhs3 #China #HunterBiden #JoeBiden #BidenHarris #BidenHarris2020 #TrumpPence2020 #Trump #realDonaldTrump #WTO #coronavirus #trade https://t.co/Wjm1hyTFNZ",0.0,0.0,Twitter Web App,101659277.0,John Ubaldi,ubaldireports,Just Facts... No Fiction on domestic and global political issues.,2010-01-04 04:34:39,83.0,"Tampa, Florida",27.9477595,-82.458444,Tampa,United States of America,North America,Florida,FL,2020-10-21 00:00:08.803063811
2020-10-15 00:01:23,1.3165295691140833e+18,https://t.co/khrZuHsrQI here is #JoeBiden admitting to it,0.0,0.0,Twitter Web App,9.331704534301286e+17,4u2,whipit_Studio,,2017-11-22 03:09:08,11.0,,,,,,,,,2020-10-21 00:00:09.320891094
2020-10-15 00:01:27,1.3165295847126917e+18,I’m going to share things I like about Biden more. You should too. #BidenCares #Biden #ChickenTrump #KamalaHarris https://t.co/nBTI228sa2,0.0,0.0,Twitter for iPhone,915369254.0,Sammy McCarty,SammyTMcCarty,Sammy priorities 1) Labor’s rights 2) women's rights 3)Prison reform/marijuana legalization 4)Lions football,2012-10-30 19:50:37,394.0,"Rosemount, MN",,,,,,,,2020-10-21 00:00:09.838718377
2020-10-15 00:01:32,1.316529605281493e+18,#HunterBiden #HunterBidenEmails #JoeBiden #JoeBidenMustStepDown https://t.co/R09rW36Qu8,0.0,1.0,Twitter for iPad,809904438.0,Cheri A. 🇺🇸,Biloximeemaw,"Locked and loaded Meemaw. Love God, my family and my country. I will fight til my last breath for my children and grand children's freedoms. Trump2020",2012-09-08 01:03:57,6628.0,,,,,,,,,2020-10-21 00:00:10.356545660
2020-10-15 00:01:42,1.316529646633136e+18,"In an effort to find the truth about allegations that @Twitter isn't allowing people to share the link to a @nypost article about Hunter Biden, this is what popped up #NYPost #HunterBiden #Biden #Election2020 https://t.co/yYImdZrOKz",1.0,0.0,Twitter Web App,1.1651178681507963e+18,The Big Homie,_dbrown_23,"#YAHDOG Posse's Top Guy.
@illinivideo
@Illinois_Alma @UIJournalism '23 🔶, @ParklandCollege '21 🐍
Previous work: @WGCYRadio.",2019-08-24 04:25:30,954.0,"Champaign, IL",40.1164205,-88.2433829,,United States of America,North America,Illinois,IL,2020-10-21 00:00:10.874372943
2020-10-15 00:01:47,1.316529668279894e+18,Twitter is doing everything they can to help Democrats win the election. Making sure nobody sees a negative story about Biden. Only Negative stories on Trump. #TwitterCensorship #Biden #Ukraine #HunterBiden https://t.co/dbLKQBMvRU,1.0,0.0,Twitter for iPhone,1.1399619558616516e+18,Wynward,Joelwhct,,2019-06-15 18:24:44,2.0,"Hollywood, FL",34.0980031,-118.329523,Los Angeles,United States of America,North America,California,CA,2020-10-21 00:00:11.392200226
2020-10-15 00:01:50,1.3165296791893975e+18,#JoeBiden calls him a lier and then insults him for being overweight.  Biden shows his low IQ daily.  Maybe Joe should hold town halls in kindergarten.  He’ll be amongst equals and no one will say anything when he takes his afternoon nap https://t.co/Mr2nh102nG,0.0,0.0,Twitter for iPhone,828359293.0,Andy 🇺🇸,VandyRick,,2012-09-17 04:52:42,15.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-10-21 00:00:11.910027509
2020-10-15 00:01:55,1.3165297017419776e+18,"@ProjectLincoln @nypost VOTE wisely.
and by wisely I mean for JOE… or else
we will have to see on t.v. for….

#JoeBiden @JoeBiden https://t.co/HB1kGUOdZT",30.0,4.0,Twitter Web App,54361678.0,Ginger Kitty,icecreamonacone,"I'm just a ginger kitty. I'm chill for the most part & nap often. I'm not political. But this cat is pissed. This ""President"" is stepping on my tail. hiss",2009-07-06 22:49:14,1701.0,,,,,,,,,2020-10-21 00:00:12.427854792
2020-10-15 00:01:57,1.3165297093714616e+18,@RealJamesWoods #BidenCrimeFamily #JoeBiden #HunterBiden #HunterBidenEmails https://t.co/ottX1yP37j,0.0,0.0,Twitter for Android,1.3008370169097503e+18,Sam KEYS,SamKEYS65729181,Patriot,2020-09-01 16:45:14,29.0,"Los Angeles, CA",34.0536909,-118.242766,Los Angeles,United States of America,North America,California,CA,2020-10-21 00:00:12.945682075
2020-10-15 00:01:59,1.316529716623483e+18,VOTE FOR #JoeBiden https://t.co/IIROoL5U0O,9.0,5.0,Twitter for iPhone,278714232.0,FedUpInAmerica 🏴‍☠️,bvroman1955,VOTE: Your life depends on it!#TrumpLiesAmericansDie #DumpTrump #DitchMitch #VoteBlue2020 #BLM🌈#LincolnVoter 🇺🇸 No DM #JoeBidenKamalaHarris 🇺🇸☮️,2011-04-07 20:36:43,1312.0,"Florida, USA",27.7567667,-81.4639835,,United States of America,North America,Florida,FL,2020-10-21 00:00:13.463509358
2020-10-15 00:02:00,1.3165297246261043e+18,#Trump is tearing up #Biden at the #TrumpRally over the #HunterBidenEmails,0.0,1.0,Twitter Web App,138870199.0,BIBLE MAN ✝️ Jesus' Rapture The Last Day John 6:40,acceptjesusnow,Jesus' #Rapture Prophecy The Last Day. This is the only correct explication of the Rapture ever published. https://t.co/qvS2JBo4l4,2010-04-30 21:28:28,2589.0,"Hemet, California  ",33.7475203,-116.9719684,,United States of America,North America,California,CA,2020-10-21 00:00:13.981336641
2020-10-15 00:02:05,1.3165297436306555e+18,"#Trump #Obama #Clinton #Biden

#ManWomanPersonCameraTV

#RockPaperScissors

#HandsFaceSpace

#VoteJoeBiden 

#USElection #USElection2020

#Pence vs #Harris

#DrugsTest #TrumpDrugs #BidenDrugs

#InjectDisinfectant #PowerfulLight through the skin or some other way 😳🙆🏽‍♂️🤷🏽‍♂️🤦🏽‍♂️ https://t.co/tBqSpgWoR0",0.0,0.0,Twitter for iPhone,132163121.0,Saroop Rooprai FIA,roshannnikhil,🌶G20 YEA UK DELEGATE 🌶ACTUARY 🌶 CORPORATE FINANCE 🌶KPMG Veteran 🌶REAL ESTATE 🌶BRAND AMBASSADOR 🌶NED 🌶PENSION TRUSTEE 🌶CHEF 🌶LFC YNWA,2010-04-12 13:11:33,841.0,"London, UK",51.5073219,-0.1276474,London,United Kingdom,Europe,England,ENG,2020-10-21 00:00:14.499163924
2020-10-15 00:02:06,1.3165297461095096e+18,Come on @ABC PLEASE DO THE RIGHT THING. Move the #biden town hall.  I bet a requirement for Orange Monkey to do the NBC town hall was to have it opposite Biden.  PLEASE MOVE YOURS.,0.0,0.0,Twitter Web App,334322367.0,Elphygirl,Elphygirl,"#imwithher - forever. Mother, Wife. Daughter. Keep your religion out of my body. #Resist",2011-07-12 22:32:26,166.0,"New York, NY",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,2020-10-21 00:00:15.016991207
2020-10-15 00:02:07,1.3165297527616102e+18,"If the actions of Facebook and Twitter over the #NewYorkPost expose on #Biden and his son doesn't convince you that the corporate media is manufactured news/MIC/thought control bullshit, nothing will.",0.0,0.0,Twitter Web App,1.2202326554819953e+18,SqueakyJ7720,JT70006955,#WearAMask and save lives!  #ACAB #Medicare4All #FreeCollege #Reparations #Lakers #blackempowerment,2020-01-23 06:32:16,85.0,,,,,,,,,2020-10-21 00:00:15.534818490
2020-10-15 00:02:13,1.3165297778812518e+18,"#Omg...he'll probably be whispering in #Biden's ear, 
""Don't f*ck this up...#China is counting on us..."" 

#NoTPP #StopTPP #NoCPTPP #StopCPTPP

https://t.co/eqI3atGiw9 https://t.co/8ySX3OWubx https://t.co/QBpLJIBwfT",0.0,0.0,Twitter Web App,2281727857.0,⏳Elizabeth Mueller⌛️,LizActivate,"Once #StopTPPCallTeam & #WeStoppedTPP (in USA). Now, we're #StopCPTPPCallTeam! We call Congress, DAILY, & say:#StopCPTPP!",2014-01-08 06:51:27,3313.0,,,,,,,,,2020-10-21 00:00:16.052645773
2020-10-15 00:02:20,1.3165298078957855e+18,"@MaryBriggs1 God forbid that Biden should get anything, no control, nothing! 
If you watch #Biden, he gets out of control on every slightest questions!
How can a person like him, be a Commander in Chief of the United States of America?
How?",1.0,1.0,Twitter for Android,3385804869.0,@egoyibonwaiwu,egoyibo55,Retired London business woman,2015-07-21 13:20:33,2464.0,"England, United Kingdom",52.7954791,-0.5402403,,United Kingdom,Europe,England,ENG,2020-10-21 00:00:16.570473056
2020-10-15 00:02:22,1.3165298163430195e+18,"@TwitterSafety You don’t usually bother, why the huge effort in response to the #Biden @nypost story?",1.0,0.0,Twitter for iPhone,3909089596.0,Steve in London #LetsGetGoing,LordCLQTR,"Conservative, gay (most of the time), pro #Brexit.",2015-10-09 12:54:12,621.0,United Kingdom,54.70235450000001,-3.2765753,,United Kingdom,Europe,,,2020-10-21 00:00:17.088300339
2020-10-15 00:02:23,1.3165298193630167e+18,"#realDonaldTrump addresses #JoeBiden and #HunterBiden corruption, more proof of which discovered on a laptop.
#ObamaBidenGate #NYPost #MSNBC #CBS #NBC #ABC #FoxNews #KamalaHarris https://t.co/7RtMOdoXGd",0.0,1.0,Twitter for iPhone,3381891372.0,Truth Hurts,TheTruthSekr,"You are only a victim of yourself and your poor choices. No one owes you anything. Ask Mr Denny, don’t brake for protesters.   Democrats are the enemy within.",2015-08-29 13:25:25,411.0,"Minneapolis, MN",44.9772995,-93.2654692,Minneapolis,United States of America,North America,Minnesota,MN,2020-10-21 00:00:17.606127622
2020-10-15 00:02:29,1.3165298448853484e+18,#unflatteringdogphotochallenge #HunterBiden #CNN #Biden #ChickenTrump #AmericaFirst #bachelorette #90DayFiance #BigBrother #coronavirus #BidenHarris2020 #JoeBiden https://t.co/mnalZeTKmM https://t.co/hWV9PBbiJX,0.0,0.0,Twitter for iPhone,4498088794.0,Tony Baloney,tony_baloney2,,2015-12-16 01:51:56,5.0,,,,,,,,,2020-10-21 00:00:18.123954905
2020-10-15 00:02:35,1.31652987081873e+18,A simple question. Who are you voting for? #2020Election #DonaldTrump #JoeBiden #uspoli #mapoli,1.0,1.0,Twitter for Android,8.957270197107917e+17,John MacDonald for the People,jmac4thepeople,"Father, veteran, veteran's advocate, former candidate for MA State Senate, weekly columnist for the Lowell Sun, Fitchburg Sentinel , an American Patriot .",2017-08-10 19:22:18,1253.0,"Lowell, MA",42.633424700000006,-71.3161718,Lowell,United States of America,North America,Massachusetts,MA,2020-10-21 00:00:19.159609471
2020-10-15 00:02:41,1.3165298927423652e+18,"@Twitter, since you are censoring free speech, in regards to the #JoeBiden email scandal, I opened up a @parler_app account. I wouldn't have done it without your motivation!
@JoeBiden #Parler #censorship #Twitter #Conservative",0.0,0.0,Twitter for Android,1.2514125332164936e+18,Gen X James,GenXJames1,"I'm a non apologetic, non Millennial.
I am a patriotic American.
I love my girlfriend, animals, the outdoors, guns, photography, God, and freedom.",2020-04-18 07:30:08,29.0,"Minnesota, USA",45.98965870000001,-94.6113288,,United States of America,North America,Minnesota,MN,2020-10-21 00:00:19.677436754
2020-10-15 00:02:42,1.3165298999146455e+18,@Timodc OH BARF! Video of #Biden bragging about withholding the money to #Ukraine unless they complied. Fact not your crap.,0.0,0.0,Twitter for iPhone,366243436.0,GrammyNoFilter,pitphx,,2011-09-01 20:45:57,202.0,,,,,,,,,2020-10-21 00:00:20.713091320
2020-10-15 00:02:42,1.3165298981404467e+18,#Biden https://t.co/WAFPpbahqX,0.0,0.0,Twitter for iPhone,1.2759447063341711e+18,one_middleman,one_middleman,Libertarian Patriot,2020-06-25 00:11:49,6.0,,,,,,,,,2020-10-21 00:00:20.195264037
2020-10-15 00:02:49,1.3165299281547756e+18,"@Twitter blocking people from their account because Hunter Biden introduced his Dad @JoeBiden to the Ukraine dude... $$$$
#JoeBiden has some explaining to do https://t.co/wnebC1y8L7",0.0,0.0,Twitter for iPhone,73915832.0,Anna Moro 🇻🇦🇧🇷🇺🇸,acmtilim,Roman Catholic🇻🇦⚜️ Wife- Mother- love beagles & cats. Shop local/ small business. Blocking anyone using *latinx” in a non sarcastic way.,2009-09-13 16:23:11,473.0,,,,,,,,,2020-10-21 00:00:21.230918604
2020-10-15 00:02:50,1.3165299335068017e+18,Has this awoken you from your slumbers yet @BBCJonSopel. Getting to the point where even you may have to file a negative story about #Biden! https://t.co/Y54y25n6dU,1.0,0.0,Twitter for iPhone,56670976.0,malcolm cowing,MalcolmCowing,Retired former Managing Partner of marcoms agency.,2009-07-14 11:36:31,1349.0,"Yorkshire, England",38.7930988,-77.4479432,,United States of America,North America,Virginia,VA,2020-10-21 00:00:21.748745887
2020-10-15 00:02:54,1.3165299474151383e+18,"Since Twitter is censoring news, here’s the screen shot... #censorship #biden #BidenHarris2020 #NYPost https://t.co/03TJVAh7xE",941.0,608.0,Twitter for iPhone,23171537.0,Jeff,jeff4cy,"Father, husband, Lutheran, Iowan, farm kid, Cyclone.",2009-03-07 06:13:35,346.0,,,,,,,,,2020-10-21 00:00:22.266573170
2020-10-15 00:02:55,1.3165299516261376e+18,@jolenebuntinguk @realDonaldTrump amazing what you can do these days... time well spent (NOT) #VOTE #maskupUAS #FoxNews '#CNN #JoeBiden #TrumpIsALaughingStock,0.0,0.0,Twitter Web App,396415192.0,Billy Rennie,BillyBillyboy67,"Glasgow lad, love poker and my guitar.  Glasgow Rangers man but NO BIGOT. So hi to all the twits out there l ;-)😀😀😀",2011-10-23 07:22:58,21.0,Scotland,56.78611120000001,-4.1140518,,United Kingdom,Europe,Scotland,SCT,2020-10-21 00:00:22.784400453
2020-10-15 00:02:56,1.3165299558496584e+18,@heffnera While you have the tar &amp; feathers out why don't you question @JoeBiden about the quid pro quo with the Ukrainians.The #media and Democrats are suppressing the story and hiding the government corruption by #JoeBiden . Do you support corruption? If not let's tar and feather #Biden,0.0,0.0,Twitter Web App,1.2602108453652849e+18,Wes Bledsoe,bledsoe_wes,,2020-05-12 14:11:20,45.0,,,,,,,,,2020-10-21 00:00:23.302227736
2020-10-15 00:02:57,1.316529960996176e+18,@ThePlumLineGS #twitter lies here is #JoeBiden https://t.co/khrZuHsrQI,0.0,0.0,Twitter Web App,9.331704534301286e+17,4u2,whipit_Studio,,2017-11-22 03:09:08,11.0,,,,,,,,,2020-10-21 00:00:24.337882302
2020-10-15 00:02:57,1.316529962833326e+18,Hunter Biden emails demonstrate the crooked Biden family. #Biden,0.0,0.0,Twitter for iPhone,304587787.0,Mames,Mame2go,"Drats,Drats & Double Drats! Love Ya, Mean it!",2011-05-24 19:28:46,45.0,Florida,27.7567667,-81.4639835,,United States of America,North America,Florida,FL,2020-10-21 00:00:24.855709585
2020-10-15 00:02:58,1.3165299680301343e+18,#Twitter #HunterBiden #BigTechCensorship #bigtech #BigTechCoup #JoeBiden #Biden https://t.co/VMgtbVEkTT,0.0,0.0,Twitter for Android,1050210018.0,knock knock,pengyanong,,2012-12-31 12:19:28,36.0,,,,,,,,,2020-10-21 00:00:25.891364151
2020-10-15 00:02:59,1.3165299703326966e+18,"@ABC @CBSNews @CNN @NBCNews all ignoring BIDEN family shady dealings with China. #Biden
NY Post exposes Biden crimes. Senate Homeland Security Committee Investigating Hunter Biden Emails https://t.co/PLrGGuEB5L @GOP @TrumpWarRoom @realDonaldTrump",0.0,0.0,Twitter for Android,249508009.0,J. Sittler,datacrown,The past 4 years have proved that liberals & Democrats are the most vile vulgar violent divisive intolerant hypocritical HATEFUL beings out there.,2011-02-09 05:33:35,3272.0,,,,,,,,,2020-10-21 00:00:26.409191434
2020-10-15 00:03:05,1.3165299954733302e+18,"@ProjectLincoln @nypost VOTE wisely.
and by wisely I mean for JOE… or else….

#JoeBiden @JoeBiden https://t.co/zitXBdRmWO",39.0,9.0,Twitter Web App,54361678.0,Ginger Kitty,icecreamonacone,"I'm just a ginger kitty. I'm chill for the most part & nap often. I'm not political. But this cat is pissed. This ""President"" is stepping on my tail. hiss",2009-07-06 22:49:14,1701.0,,,,,,,,,2020-10-21 00:00:26.927018717
2020-10-15 00:03:17,1.3165300473695724e+18,"Hunter #Biden introduced his father, then-Vice President Joe Biden, to a top executive at a Ukrainian energy firm less than a year before the elder Biden pressured government officials in Ukraine into firing a prosecutor who was investigating the company, according to emails",1.0,0.0,Twitter for Android,193687333.0,Gaminglawyer,GamingLawyer,"Legal & Business Services 4 Online Gaming & Gambling, Sports Gambling, Online Privacy and Litigation
Retweets are NOT endorsements",2010-09-22 13:10:30,2418.0,"New York, USA",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,2020-10-21 00:00:27.444846
2020-10-15 00:03:23,1.3165300703879373e+18,@seeknmeann I guess #beaubiden was just as crooked as his father #joebiden. #democRat party is circling the drain. America loves and backs you Larry Sinclair,1.0,0.0,Twitter for iPhone,1.2663799435099218e+18,SAL,SAL75292573,Nothing to say here.,2020-05-29 14:44:54,1.0,,,,,,,,,2020-10-21 00:00:28.480500566
2020-10-15 00:03:23,1.3165300729254134e+18,"Hunter #Biden introduced Ukrainian businessman to VP dad

That is real! Twitter and Facebook literally block every1 from posting this story and link to it &amp; this is mainstream #NewYorkPost!

I hate Trump, but censorship is never a progress - be it from right - be it from left.",1.0,2.0,Twitter for iPhone,2964580733.0,Adam K.Pawłowski🇵🇱,adpaw13,"Rationalist, Empiricist, Agnostic, Deist, Freethinker, Religious Sceptic, Proud Polish Citizen, For-EU Change, Democracy, Human Rights, Secularism, Science",2015-01-06 17:25:42,4345.0,"Poland, Warsaw",52.2319581,21.0067249,Warsaw,Poland,Europe,Masovian Voivodeship,MA,2020-10-21 00:00:27.962673283
2020-10-15 00:03:24,1.3165300754043003e+18,"This is from the same night I met the cast of #TWW and I was wearing the same shirt as @AllisonBJanney 😍

#VOTE #voteblue #JoeBiden #LoveTrumpsHate https://t.co/aESuB1ipBq",0.0,0.0,Twitter for iPhone,558180437.0,🦩 Hannah for Biden/Harris🦩,CarlsonHannahM,Band Director • BME Furman University • MM x2 Butler University • Percussionist • Gator Sports Fan • Leonard Bernstein aficionado • she/her • FL-SC-IN-NC,2012-04-20 00:28:01,133.0,"Indianapolis, IN",39.7683331,-86.1583502,Indianapolis,United States of America,North America,Indiana,IN,2020-10-21 00:00:28.998327849
2020-10-15 00:03:29,1.31653009533977e+18,What a load of crap from #Twitter attempting to justify their censorship of @nypost #UkraineGate article especially when they acted in step with @Facebook to suppress this information. Both stepped in 💩 by putting their thumbs on the scale for #Biden &amp; must pay the price! https://t.co/ImOD7zUULN,1.0,1.0,Twitter for iPhone,7.566587592886804e+17,S Ram,SRAMTH,,2016-07-23 01:14:41,25.0,,,,,,,,,2020-10-21 00:00:29.516155132
